Lead_ID,Name,Company,Industry,Annual_Revenue,Lead_Source,Status,Pages_Viewed,Email_Open_Rate,CTA_Clicks,Demo_Requested,Converted_to_Opportunity
00Q0RY9Y4R4G4E9TW5,Edward Myers,Jenkins-Osborne,Manufacturing,7933880.01,Partner Referral,Unqualified,4,0.212,1,0,0
00QGLGT9DS8M7JIKF3,James Yoder,Vasquez-West,Logistics,9027202.96,Web Download,Open - Not Contacted,9,0.233,0,1,0
00QWKS347T1ZDFEXJR,Jennifer Ramirez,Salazar-Collins,Software,13387229.87,Purchased List,Open - Not Contacted,2,0.058,0,0,0
00QDBIRF4NAEUCWV09,Chloe Garcia,Carroll LLC,E-Commerce,14289037.14,Other,Qualified,7,0.194,0,0,0
00Q998TNL6CQ6PG29W,Katelyn Vazquez,"Haney, Brown and Cannon",Healthcare,38819349.07,Web Download,Converted,11,0.26,1,0,1
00QXARCEBI435C7K7B,Elizabeth Knight,Yang and Sons,E-Commerce,5579143.15,Other,Open - Not Contacted,4,0.096,0,0,0
00QWMYQIVGBU84T3GI,Lisa Allen,"Haas, Allen and Harper",Energy,9165869.8,Trade Show,Open - Not Contacted,4,0.173,0,0,0
00QIWP47JHKTX11QXF,Crystal Arnold,Bailey Inc,Logistics,33376201.21,Other,Nurturing,3,0.093,0,0,0
00QNMCCZVJXIBLV42I,Adam Bowers,"Robinson, Jenkins and Vasquez",Education,996345.05,Phone Inquiry,Nurturing,2,0.071,0,0,0
00QETHLYXAWAUB5KC5,Danielle Jordan,Perry LLC,Education,691848.53,Web Download,Working - Contacted,7,0.321,1,0,0
00QH3R80DN5NOXZHWY,Pamela Noble,Carter LLC,Healthcare,6135853.04,Other,Nurturing,2,0.14,0,0,0
00QZYFUW65KZ2KIACP,Gary Edwards,Martin-Padilla,E-Commerce,23865448.13,Web,Open - Not Contacted,2,0.05,0,0,0
00QYDL9D1N2B9BISYQ,Cindy Moore,Gentry PLC,Nonprofit,1822282.37,Web,Unqualified,5,0.172,0,0,0
00QUXVKD04HPLSNL1N,Cheryl Lopez,Higgins PLC,Education,4281652.45,Web,Converted,9,0.199,1,1,1
00QWJVJ4XK7JIC51T5,Natalie Petty,"Brewer, Jackson and Friedman",E-Commerce,4586164.01,Web,Working - Contacted,6,0.191,0,0,0
00QRA8B9RJVLI5G3AN,Brenda Davidson,Perez-Knox,Nonprofit,4780726.19,Email,Working - Contacted,7,0.295,1,0,0
00QQLH4YX9S6J1HNBE,Timothy Richards,Jones Inc,Nonprofit,14973258.92,Phone Inquiry,Unqualified,3,0.059,0,0,0
00Q6A2HHKORPBA5BN4,Tyler Jacobson,"Smith, Cardenas and Moran",Financial Services,44894567.9,Web,Converted,15,0.155,1,1,1
00QFXOZG86B5HV8YYG,Diane Cruz,Adams PLC,E-Commerce,3310548.62,Email,Open - Not Contacted,6,0.251,0,0,0
00QOD6NM4NBUB8HGWV,Carla Savage,Vance Ltd,Healthcare,7305606.9,Other,Working - Contacted,4,0.205,2,0,0
00Q814WKWYHEXOF62N,Lindsay Meyer,Kennedy-Gonzalez,Nonprofit,1177591.67,Partner Referral,Working - Contacted,4,0.219,0,0,0
00Q968EG982795G8RH,Anthony Pham,"Tran, Williams and Allen",E-Commerce,22090317.98,Phone Inquiry,Open - Not Contacted,1,0.195,0,0,0
00Q7ZUWD8V3016XBNZ,Teresa Waters,"Cruz, Cain and Shah",E-Commerce,3084240.84,Partner Referral,Nurturing,11,0.241,0,0,0
00QKX179IK81503NYD,Johnathan Gaines,"Turner, Romero and Simmons",E-Commerce,1974691.16,Web Download,Converted,11,0.217,1,0,1
00QZ6N8W6M2HQUXVB5,Brian Vaughan,"Rodriguez, Hall and Taylor",Healthcare,20934538.15,Phone Inquiry,Working - Contacted,1,0.114,0,0,0
00Q1FD0VTXK4INJBAN,James Johnson,Francis PLC,Energy,5063018.0,Web,Nurturing,5,0.219,0,0,0
00QM3YOZJJQS79KV1H,Anna Bishop,Morris Group,E-Commerce,9568864.15,Web Download,Open - Not Contacted,9,0.198,0,0,0
00QPMHOZY1VH3TB1QA,Michelle Brandt,Jones-Beck,Energy,37316647.86,Web,Converted,10,0.248,1,0,1
00QMPT9PYRCYKU4ZMC,Peter Rodriguez,"Mccormick, Collins and Lopez",Healthcare,1602580.74,Email,Nurturing,6,0.279,0,0,0
00Q6G2TCOI95LSVDWI,Kristen Wilson,Smith Inc,Logistics,5290336.42,Web Download,Converted,6,0.315,1,1,1
00QI6KSUDWPETIYXBQ,Sheila Johnson,Vasquez and Sons,Financial Services,24578195.68,Other,Working - Contacted,5,0.109,0,0,0
00QZDS6ZGMKIEEQB1T,Theresa Robinson,"Espinoza, Murphy and Fitzpatrick",Financial Services,26448117.15,Trade Show,Converted,8,0.208,1,0,1
00QAJP4LFOCLI1QIP4,Natasha Moss,"Mcknight, Orozco and Nunez",Education,2967247.68,Email,Working - Contacted,5,0.261,1,0,0
00QG85D2NDN8RP34SG,Kyle Ward,Rogers-Spencer,Education,1829326.71,Partner Referral,Working - Contacted,2,0.164,0,0,0
00QH7HJWN8PNPJAHW9,Daryl Freeman,Garcia LLC,Energy,25130692.97,Partner Referral,Converted,8,0.185,1,0,1
00QRXDTJFGFME5EQZ4,Jennifer Fisher,"Murphy, Mann and Nixon",Energy,2472525.92,Web,Converted,8,0.187,1,1,1
00QTKP9CTMIG909V48,Cynthia Brown,"Wang, Moore and Mills",Logistics,8379821.38,Email,Open - Not Contacted,6,0.321,0,0,0
00QKSDVQVGO2TCA3W7,Emma Olsen,Anderson and Sons,Manufacturing,7985649.3,Web Download,Converted,12,0.377,3,1,1
00QLIXY69WRSOQ8WYA,Michael King,Lawrence-Bailey,Financial Services,1491464.02,Partner Referral,Working - Contacted,2,0.258,0,0,0
00QPO41ZXRAQXPLSAW,Jesse Harper,Cooper Inc,Software,10627141.88,Email,Converted,7,0.281,2,1,1
00QD0KI97BO1A3SWT9,Scott Brown,Douglas-Ramirez,Financial Services,9762125.64,Email,Open - Not Contacted,8,0.285,1,0,0
00QW2ZSUBMNX4HBR0D,Evan Carrillo,Hahn Ltd,Healthcare,7929800.55,Partner Referral,Converted,6,0.124,2,0,1
00Q0E2EAQA00D5MT2V,Krista Archer DDS,"Stephens, Watson and Morales",Manufacturing,4459556.94,Email,Working - Contacted,6,0.259,0,1,0
00Q3O3YVLWX1UNDQYD,Sabrina Scott,"Elliott, Anderson and Tran",E-Commerce,17124236.31,Web Download,Open - Not Contacted,11,0.258,0,0,0
00Q33PKIBT9MUH8JGR,Raymond Shepard,Johnson PLC,Software,2344842.43,Web Download,Unqualified,6,0.227,0,0,0
00QUC6LZWPK9D7C7QD,Linda Flowers,Eaton Group,E-Commerce,33859720.94,Trade Show,Working - Contacted,7,0.17,0,0,0
00QUQ2RH3YC4KHJMH6,Jennifer Craig,"Larson, Sharp and Cole",Nonprofit,811280.89,Web,Nurturing,7,0.225,0,0,0
00QCV1T8YHPSXMJ25M,Steven Morales,Robinson-Bartlett,Manufacturing,46384611.09,Partner Referral,Nurturing,4,0.159,1,0,0
00QEGG7QL7AMM4STXY,Phillip Brown,"Moore, Ferguson and Hinton",Software,6035926.46,Web,Open - Not Contacted,2,0.292,0,0,0
00Q1GOCBXAUKDWXWK0,Ethan Harrison,Miller Inc,Software,3415926.69,Partner Referral,Unqualified,3,0.26,0,0,0
00QBXQZF3836IW9G92,Daniel Martinez,"Hensley, Rodriguez and Berry",Software,1602294.33,Web,Working - Contacted,6,0.19,1,0,0
00Q3AF1YMXJ39QQB7F,Michelle Butler,"Patterson, Hernandez and Torres",Nonprofit,3863286.64,Email,Converted,9,0.253,1,0,1
00QUPNBZ9CLA1AF8TK,Kristen Cooper,"Harrison, Anderson and Mcintyre",Energy,2184666.49,Email,Working - Contacted,7,0.319,1,0,0
00QFZFS1HGJ1NCYTA0,Andrew Gonzalez,Thomas-Wright,Financial Services,11597403.46,Partner Referral,Open - Not Contacted,6,0.256,1,0,0
00QWFFY1YETWIIIP0X,Joel Evans,"Miller, Bush and Carter",Energy,78386787.36,Purchased List,Working - Contacted,1,0.049,0,0,0
00QPA1I0HKUL1IDK1K,Eddie Durham,Manning and Sons,Nonprofit,3248832.19,Web,Nurturing,3,0.108,0,0,0
00QO3FVJSRNO70BI01,Dr. Douglas Lopez,"Alexander, Benjamin and Salazar",Software,7441059.64,Partner Referral,Qualified,3,0.171,1,0,0
00QHDPYC557H11VDJD,Danielle Kelley,"Wheeler, Caldwell and Rios",Education,939462.79,Web,Open - Not Contacted,7,0.209,0,0,0
00Q48NAO3XU7HQQZBK,Brenda Watts,Fernandez-Moss,Manufacturing,11454652.22,Partner Referral,Converted,8,0.211,1,1,1
00QGV7O1A49C1Z8EWZ,Richard Walters,Stewart Inc,E-Commerce,17033369.47,Purchased List,Open - Not Contacted,7,0.092,1,0,0
00Q11NPXZ1S86ZJQE9,Linda Cook DDS,Contreras-Butler,Manufacturing,20453169.86,Email,Open - Not Contacted,5,0.344,2,0,0
00QIH13SPT2Q05SQMP,Maria Williams,"Johnson, Cross and Mcguire",Energy,15076856.89,Web Download,Working - Contacted,7,0.34,0,0,0
00QF791W7JHA1BSRYR,Leonard Ellis,Barnett Group,Software,7910944.72,Other,Open - Not Contacted,3,0.089,0,0,0
00QWUWALQPUTD1O8CM,Taylor Alexander,"Caldwell, Smith and Thornton",Energy,5864465.9,Other,Open - Not Contacted,2,0.085,0,0,0
00QVU32K21NRFBCYWM,Troy Johns,Jenkins-Higgins,Financial Services,22195861.52,Email,Converted,5,0.329,2,0,1
00Q4O7ET97KJ3TIOE9,Ms. Amanda Martinez PhD,Webster Group,Education,1556392.3,Email,Converted,6,0.26,2,0,1
00QAX4TEJK19X1FK0P,Shannon Fox,"Lynch, Robinson and Casey",Healthcare,25883475.8,Email,Unqualified,8,0.236,0,0,0
00QTRE1578PJY8Z7WA,Eric Roberts,"Henderson, Price and Bryant",Healthcare,3732299.68,Trade Show,Working - Contacted,5,0.139,0,1,0
00QXQ9MVBUQT7D1DCY,Brent Hunter,"Smith, Patterson and Harris",Software,711074.18,Web Download,Qualified,7,0.221,0,0,0
00QFREQ702JJ8H5EJ7,David Yates,Arellano Group,Manufacturing,14359893.47,Purchased List,Nurturing,1,0.136,0,0,0
00Q1Y919Z77SFIU1K2,Ronnie Gray,Davis LLC,Financial Services,43950994.78,Email,Converted,10,0.322,2,0,1
00QAF3SQRDZ85BRRB2,Cassandra Kim,"Martinez, Myers and Walsh",Financial Services,61805111.7,Email,Nurturing,5,0.299,0,1,0
00QFTJGC6OTQOGJDZS,Corey Hall,Miller Inc,Energy,2904411.91,Email,Open - Not Contacted,6,0.282,0,0,0
00QCOHUJR2KRPCH8WN,Leslie King,"Frank, Winters and Craig",Healthcare,4970274.7,Web Download,Nurturing,11,0.217,0,0,0
00Q0G0AN2V5G31CSUT,Andrew Newman,Wells and Sons,Nonprofit,1560286.64,Web,Qualified,6,0.209,0,1,0
00QVSI5Y66L7XAG7KP,Christine Villa,Taylor Ltd,E-Commerce,9283464.72,Email,Working - Contacted,5,0.341,0,0,0
00QS216NV1ED29AV1K,Angela Avery,Ibarra-Joseph,Software,3635849.78,Trade Show,Unqualified,6,0.202,0,0,0
00QID1LUV1YXHA7QXU,Amber Pace,Stewart-Williams,Healthcare,4732669.69,Web,Working - Contacted,5,0.172,0,1,0
00QGWDC12MXJMYGYZH,Henry Smith,Craig Group,Software,872346.19,Web,Working - Contacted,3,0.112,0,0,0
00QUILYK8EJKYOVXXR,Jeffrey Barber,"Kirby, Lewis and Parker",Healthcare,5502677.59,Web Download,Converted,12,0.194,2,1,1
00Q9A0XJ3YGEB0QF1C,Jeffrey Davidson,James-Thomas,Logistics,18298670.26,Email,Nurturing,5,0.288,0,0,0
00QGO0L4RNPBYHDJLP,Michael Smith,Hunter Group,Nonprofit,440711.69,Purchased List,Open - Not Contacted,3,0.037,0,0,0
00QPZZJ2VDUB2SXFIE,Bonnie Williams,Perez-Hudson,E-Commerce,4767710.0,Web,Open - Not Contacted,6,0.181,1,0,0
00Q2H99FDAC0A8DCGX,Brian Jensen,"Trevino, Murphy and Adams",Healthcare,44726317.33,Email,Unqualified,8,0.293,0,1,0
00QM6A22OYOTF21SW5,Terry Smith,Vasquez Inc,Manufacturing,3875412.63,Email,Working - Contacted,6,0.219,0,0,0
00QKETZB092A295E5K,Shane Robertson,"Park, Brown and Quinn",Manufacturing,10988746.69,Email,Open - Not Contacted,8,0.343,1,0,0
00QTGHHS8ZF3MQJDP5,Jody Whitney,Green Group,Manufacturing,20508538.85,Web Download,Converted,11,0.168,1,0,1
00Q66OAXZC5HJLN8U8,Julian Parsons,"Vance, Martinez and Henson",Software,763037.25,Web Download,Open - Not Contacted,11,0.294,0,0,0
00QI1MCXAMOJN8UF23,Ashley Hart,"Murphy, Chan and Taylor",Healthcare,18509637.02,Trade Show,Qualified,5,0.085,1,0,0
00Q1TAPJDDKK2U9K56,Johnny Rogers,Cole-Stark,E-Commerce,1930693.17,Email,Open - Not Contacted,5,0.195,1,0,0
00Q0N42KF8Q1XV2CNY,Johnny Villarreal,Giles Group,Education,25460519.72,Email,Converted,14,0.28,1,0,1
00QI3YLCEPF9VGYI8G,Mark Gomez,Lyons and Sons,E-Commerce,32870241.66,Trade Show,Open - Not Contacted,7,0.151,0,0,0
00QEU32O9GRZ66S833,Matthew Jones,Watkins-Ferrell,Financial Services,22128010.25,Web,Working - Contacted,5,0.212,1,0,0
00QNL4KN57GHVDP1SJ,Sarah Diaz,Freeman-James,Nonprofit,4035201.78,Web,Working - Contacted,4,0.182,1,0,0
00QSZ2KOQSHGYKSE8K,Matthew Jones,Walker and Sons,E-Commerce,3518255.23,Web Download,Converted,9,0.28,3,1,1
00QODUXWQISUAVGJR5,Erin Morrison,"Salas, Shepard and Arnold",E-Commerce,2239477.68,Partner Referral,Converted,5,0.31,3,0,1
00QXQBL42LXDTRD65H,George Burke,Williams PLC,Manufacturing,13232107.28,Web,Nurturing,5,0.162,0,0,0
00Q0B4JCJC9C78VL91,George Aguirre,Hays-Garrison,Healthcare,6539913.37,Phone Inquiry,Working - Contacted,2,0.091,0,0,0
00QDQMOPFA0K1CWKLL,Amanda Smith,"Crane, Long and Cooper",E-Commerce,2628913.61,Email,Nurturing,3,0.319,0,0,0
00QBMFQEW0TJ9DBGHE,Lee Johnson,Dominguez-Hunt,Software,31212197.43,Web,Nurturing,8,0.152,0,0,0
00Q6G56N9EXM05GT59,Morgan Hoffman,Gomez and Sons,Healthcare,1535038.75,Partner Referral,Converted,9,0.211,2,1,1
00Q673I9UXKEBA0QQZ,Anthony Estrada,Matthews Ltd,Manufacturing,15845775.95,Web Download,Open - Not Contacted,5,0.317,1,0,0
00QQZ241AVQ6PQM5BT,Martin Johnson,"Riley, Evans and Petersen",Energy,8235545.68,Web Download,Qualified,3,0.149,0,0,0
00Q281X0Z0GM7AU8ZD,Julia Camacho,Garcia-Christensen,Financial Services,25977050.13,Email,Converted,9,0.336,1,0,1
00Q2S7I0UG3L3CCAQZ,Cindy Russell,Conrad Inc,E-Commerce,1945872.33,Partner Referral,Open - Not Contacted,7,0.212,0,1,0
00QHHYQIJKM5GXCNWC,Sean Brady,"Owen, Ellis and Johnson",E-Commerce,3212585.05,Web Download,Converted,6,0.247,2,0,1
00QM8ELKVMP0RF4QGS,Brian Lopez,Frye-Johnson,Financial Services,4297294.44,Web,Working - Contacted,5,0.062,0,1,0
00Q4T7BB1PTHV0EN9Y,Jessica Horton,Lewis-Vaughn,Manufacturing,5575483.08,Phone Inquiry,Open - Not Contacted,1,0.107,0,0,0
00QC64A09NECBLF0HP,Jeffrey Pena,Powell LLC,E-Commerce,3969155.38,Other,Open - Not Contacted,2,0.162,0,0,0
00QHE554BLWA5834R9,John Santiago,Blake Ltd,Software,6295317.22,Other,Qualified,6,0.161,0,0,0
00QDS4A79GN18DM71K,Amy Walton,"Patel, Watson and Graham",Software,15388133.79,Email,Unqualified,6,0.342,0,0,0
00QWF5FN0BMM1YRYGQ,Amy Robles,"Smith, Cabrera and Smith",Financial Services,2562036.76,Email,Qualified,6,0.218,0,0,0
00Q6LW1KJLCG0P3F6X,James Cowan,Clark-Clark,Healthcare,2168512.26,Purchased List,Working - Contacted,2,0.084,0,0,0
00QEDWSUFLG2VZOJTO,Patrick Wiggins,Parker LLC,E-Commerce,12108897.37,Web,Open - Not Contacted,10,0.169,0,0,0
00QFYFUWQW1Y2ERWB2,Karen Willis,"Johnson, Davis and Graham",Software,3290011.0,Email,Unqualified,6,0.306,1,0,0
00QEDMP5HK4SWQF59R,Ryan Johnson,Jackson Group,Energy,19774909.45,Web Download,Converted,12,0.304,3,0,1
00Q1SFDWFC6NXW84MM,Joseph Greene,"Santana, Mason and Sweeney",Financial Services,6424476.79,Web Download,Qualified,7,0.263,0,0,0
00QYESFC22BQPLKJFS,John Rhodes,"Gould, Perez and Hardin",Manufacturing,15214584.8,Other,Working - Contacted,6,0.149,0,0,0
00QSPEFA0VKJZP3URN,Susan Mclean,Byrd-Ellis,Financial Services,30776990.54,Email,Nurturing,9,0.347,0,0,0
00QJ1Q25M3RYLKPC4S,Scott Perez,Mccoy Group,Software,28862216.19,Web Download,Converted,6,0.227,2,1,1
00QLM2IGGH1KOV4HE4,Jennifer Romero,Reynolds-Thomas,Logistics,6467900.66,Email,Open - Not Contacted,4,0.294,0,0,0
00Q85JCF3HTZHNLS37,Travis Garcia,Hammond and Sons,Financial Services,4318415.62,Partner Referral,Open - Not Contacted,4,0.211,0,0,0
00Q08WIIX88LS8ONWB,Kristopher Bean,"Walker, Hernandez and Williams",Financial Services,14014020.21,Web,Open - Not Contacted,6,0.23,1,0,0
00QEIB0JFPRE84S76N,Christopher Brown,Butler Group,Software,21645697.77,Email,Unqualified,3,0.362,0,0,0
00QDL49AMQMF9CC61C,Daniel Lee,Gonzalez Inc,E-Commerce,18122207.32,Web,Open - Not Contacted,8,0.123,0,0,0
00Q014FKIIEUAY8NFN,Lori Black,"Cisneros, Sparks and Johnson",Energy,22486986.03,Other,Nurturing,6,0.152,0,0,0
00Q9B30P30S7BSX4BF,Robert Lynch,Olson Ltd,Energy,37386759.87,Web,Open - Not Contacted,4,0.116,0,0,0
00QCYW3FF0C2XE0J0C,Paul Smith,"Mitchell, Scott and Fernandez",Software,22931399.58,Partner Referral,Open - Not Contacted,6,0.176,0,0,0
00QHKHWQN4RLLTWBNU,Brian Wells,Spears-Palmer,Manufacturing,4724332.9,Phone Inquiry,Qualified,5,0.096,0,0,0
00QZ2B8CC8RP62FVQC,Tiffany Cervantes,"Washington, Andrade and Johnson",Nonprofit,219690.72,Web Download,Working - Contacted,10,0.246,0,0,0
00QL5I5SVO70ZIRVRC,Hannah Pratt,"Johnson, Maddox and Cox",E-Commerce,10850235.62,Purchased List,Open - Not Contacted,1,0.106,0,0,0
00QKAZA9OH6XNUY0TY,Joseph Jackson,"Martin, Cuevas and Williams",Manufacturing,1997019.3,Email,Unqualified,5,0.299,2,0,0
00QI3GS8IXPPOZ63FU,Sean Castillo PhD,"Kerr, Jones and Jones",Software,918511.99,Web Download,Open - Not Contacted,9,0.277,0,0,0
00QRTYIQ0M9RX6J98S,Crystal Torres,"Johnson, Cooper and Gibbs",Healthcare,49507669.46,Purchased List,Open - Not Contacted,2,0.01,0,0,0
00QIAPFFD9AU7JLBXL,Micheal Lee,"Wong, Blake and Garrett",Manufacturing,18263924.47,Web,Open - Not Contacted,8,0.188,0,0,0
00QN56H5VAW5QL15OW,Michael Foster,Jones and Sons,E-Commerce,5135845.82,Web,Working - Contacted,2,0.179,0,0,0
00QC72GD76V5XDIDHO,Anita Andersen,Nelson LLC,Manufacturing,16196872.73,Other,Open - Not Contacted,5,0.108,0,0,0
00QOLS31GIVAR68Z90,Bobby Barry,"Bartlett, Mills and Rogers",Financial Services,9329401.8,Email,Open - Not Contacted,4,0.401,1,0,0
00Q2GVGNZK7W3OTJY5,Katherine Wilson,Trevino and Sons,Healthcare,3783039.63,Partner Referral,Qualified,3,0.188,0,0,0
00QZ01P9FZZGIDFSZ2,Michael Cantrell,Martin-Lamb,Manufacturing,71493978.32,Email,Open - Not Contacted,5,0.362,0,1,0
00QOQYQRWRYSPSLII7,William Huynh,Smith PLC,Software,9527377.49,Web,Converted,9,0.224,3,1,1
00QJ3IAGU9UYCECSRN,Jessica Durham,"Solomon, Lang and Gregory",Software,6263313.14,Trade Show,Qualified,4,0.167,1,0,0
00QTJYU4MKTYUZJVWB,Scott George,Herman-Crane,Financial Services,1559238.37,Trade Show,Nurturing,4,0.242,0,0,0
00QV58MZI98JP8TBXT,Jason Phelps,Kennedy Group,Energy,5119412.95,Email,Working - Contacted,2,0.313,0,0,0
00QDBH62P8ULCG4FBT,Jessica Benjamin,"Brown, Cannon and Scott",E-Commerce,2891919.64,Email,Qualified,4,0.264,0,0,0
00QZ5OD9KVBPFM2HZF,Susan Jordan,Brown-Sutton,Logistics,3481445.73,Web,Nurturing,6,0.159,1,0,0
00QCVDZPOD9D3FFFLB,Sandra Lee,Pratt PLC,Healthcare,1360904.5,Phone Inquiry,Working - Contacted,3,0.105,0,1,0
00Q4L2IFPIMUW3TWW1,Gregory Freeman,Hall LLC,E-Commerce,14556095.2,Phone Inquiry,Open - Not Contacted,2,0.07,0,0,0
00QW5Y5B8Y61UH1DPU,Hannah Santos,Cervantes-Tran,Software,5628938.74,Partner Referral,Converted,6,0.217,1,1,1
00QSGKNDG7DU6CW92R,Anthony Garcia,Jones-Arnold,Education,2513964.01,Partner Referral,Open - Not Contacted,5,0.269,1,0,0
00QSCSQVB6LGEGQCJ0,Deborah Stephens,Richmond-Rogers,Healthcare,4864264.77,Web Download,Converted,8,0.305,2,0,1
00QK5PWE9J2BOART5O,Jake Russo,"Bennett, Greene and Nelson",Software,29186867.63,Web,Converted,6,0.145,1,0,1
00QFC7M7T90HE19QEA,Louis Ramirez,"Burton, Wagner and Smith",Manufacturing,39782837.99,Purchased List,Working - Contacted,1,0.044,0,0,0
00QRL5C3SPGBNM8HBU,Benjamin Escobar,Lewis-Villanueva,Financial Services,2692527.8,Web Download,Converted,8,0.302,1,0,1
00QKDRKKX5H9P050H6,Deborah Johnson,"Pacheco, Miller and Moore",Software,18434505.03,Web Download,Nurturing,5,0.261,1,0,0
00QFAKATKVEZEQGD45,Nathan Cook,Lewis Ltd,Financial Services,15176435.46,Web,Open - Not Contacted,7,0.141,1,0,0
00QOIMUQQ6FXXCZXB9,Lisa Knight,Wilson-Bell,Financial Services,27528650.62,Web Download,Working - Contacted,7,0.246,0,1,0
00QQDFPYKLLPIDAYL1,Christopher Smith,"Mayer, Kelly and Thomas",Software,3858253.47,Partner Referral,Open - Not Contacted,6,0.19,0,0,0
00QUJCJ5H7WYX8KEJG,Brian Hamilton,Hodges-Salazar,Education,10334912.94,Phone Inquiry,Nurturing,1,0.106,0,0,0
00QU4CIMC3K2AN3GUL,David Crawford,"Rogers, Chavez and Wilson",E-Commerce,6597462.98,Web,Unqualified,7,0.108,0,0,0
00QKAVZTP7WLMHPXE6,Robert Green,"Bean, Jordan and Burke",E-Commerce,1712789.5,Email,Qualified,5,0.3,1,0,0
00Q2DK5HXUIGAF3NU9,Emily Graham,Mathis and Sons,E-Commerce,5020393.41,Web,Open - Not Contacted,10,0.143,1,0,0
00QNY25DITCSB0CCD6,Carl Wallace,Carr-Phelps,Education,408968.85,Web Download,Open - Not Contacted,6,0.196,1,0,0
00QLWCSUQ7U5HLMTO4,Cynthia Sherman,"Buck, Taylor and Randall",Software,21179568.49,Email,Converted,8,0.337,1,1,1
00QYKKMF6B119C9HK0,Richard Santiago,"Boyd, Walker and Hamilton",Manufacturing,76060551.05,Email,Converted,9,0.177,1,0,1
00QCV41CWQ1BII0XL0,Melissa Ferguson,Gomez-Bailey,Energy,7345336.27,Email,Qualified,4,0.336,0,0,0
00QY6JGXMTU8F90RTJ,Brittany Moore,Meyers LLC,Manufacturing,5924047.25,Email,Nurturing,4,0.291,0,0,0
00QD1FUBEOHJJVW6DJ,Maria Williams,"Webb, Miller and Cooke",Energy,123732710.35,Purchased List,Unqualified,2,0.118,0,0,0
00QH5L72EKNJS2ZU8J,William Rhodes,Ortega Ltd,Healthcare,7391782.44,Phone Inquiry,Working - Contacted,5,0.075,0,1,0
00QKIF146PJ5J4TG11,Brandy Rivera,Young Inc,Software,2598479.0,Web,Converted,6,0.233,2,0,1
